PLU CODE	PLU NAME	Price	Item code	Price Type	Best Before Day
51569	Dau xanh kg	23000	51569	By Weight	0
57763	Bot bang kg	32300	57763	By Weight	0
57768	Me trang kg	148500	57768	By Weight	0
57043	Kim chi kg	108000	57043	By Weight	0
57087	Mam dua gang kg	17500	57087	By Weight	0
51833	Mang cau xiem chung kg	67800	51833	By Weight	0
53043	Nac dui bo-VS990	315000	53043	By Weight	0
53044	Nac vai bo-VS990	310000	53044	By Weight	0
53035	Bap bo-VS990	310000	53035	By Weight	0
53046	Nam bo-VS990	228000	53046	By Weight	0
53038	Co bo-VS990	230000	53038	By Weight	0
57090	S-Do chua ngot kg	43000	57090	By Weight	0
53045	Nac vun bo-VS990	130000	53045	By Weight	0
52337	Cat heo kg-VS990	125000	52337	By Weight	0
52336	Bao tu heo kg-VS990	180000	52336	By Weight	0
52367	Thit nach heo-VS990	147000	52367	By Weight	0
52365	Than noi heo-VS990	172000	52365	By Weight	0
52364	Than ngoai heo-VS990	172000	52364	By Weight	0
52344	Gio heo rut xuong kg-VS990	150000	52344	By Weight	0
52339	Cot let heo kg-VS990	145000	52339	By Weight	0
51777	Dua luoi tron(Tu Thanh) kg	48000	51777	By Weight	0
52351	Nac bap heo-VS990	220000	52351	By Weight	0
52399	Sun goi heo-NP990	255000	52399	By Weight	0
11842	S-Nho xanh Uc kg (1)	96000	11842	By Weight	0
11839	S-Nho do Uc loai 1 kg (1)	60000	11839	By Weight	0
11577	S-Nho den khong hat My kg (1)	90000	11577	By Weight	0
11846	S-Nho do Chile kg (1)	49000	11846	By Weight	0
11622	S-Quyt Uc kg (1)	50000	11622	By Weight	0
11721	S-Buoi da xanh loai 1 kg (1)	30000	11721	By Weight	0
51858	Nho do Ba Moi kg	62500	51858	By Weight	0
55450	Ca Chim den kg	145000	55450	By Weight	1
55454	Ca Chet lon Kg	110000	55454	By Weight	0
55457	Ca Do cu Kg	78000	55457	By Weight	0
51862	Quyt duong loai 1 kg	61500	51862	By Weight	0
51863	Chuoi cau L1 kg	13500	51863	By Weight	0
50206	He la kg	48000	50206	By Weight	0
50927	Cu cai trang kg	19900	50927	By Weight	0
11860	S-Cam My loai 1 kg (1)	35000	11860	By Weight	0
11865	S-Chuoi su kg (1)	15000	11865	By Weight	0
11868	S-Long mut kg (1)	20000	11868	By Weight	0
53567	Ga CNghiep bong Kg - CP	68000	53567	By Weight	0
11881	S-Nhan xuong kg (1)	30000	11881	By Weight	0
53568	Dui ga CN thao khop	71500	53568	By Weight	0
53569	Long ga Kg - CP	62900	53569	By Weight	0
53570	Ma dui ga CNghiep Kg - CP	59305	53570	By Weight	0
53571	Canh ga Kg-CP	85500	53571	By Weight	0
53572	Dui toi ga Kg - CP	83000	53572	By Weight	0
57326	Tom kho trung kg	455000	57326	By Weight	0
52419	Ba roi rut suon heo kg - CP	226000	52419	By Weight	0
52421	Thit dui heo kg	147600	52421	By Weight	0
52423	Chan gio heo kg - CP	93000	52423	By Weight	0
51856	Sau rieng Sau Ri L1 kg	69900	51856	By Weight	0
11793	S-Quyt Thai kg (1)	20000	11793	By Weight	0
11554	S-Quyt duong loai2 kg (1)	15000	11554	By Weight	0
52454	Xuong co heo kg-NP990	112000	52454	By Weight	0
52456	Da mo vun heo kg-NP990	23000	52456	By Weight	0
53073	Bo vien kg-NP990	245000	53073	By Weight	0
57334	Kho ca com sua kg-THL990	79500	57334	By Weight	0
54556	Tep song kg	249000	54556	By Weight	0
51941	Thanh long MienTay L1	32000	51941	By Weight	0
50692	Lap xuong dot kg (nau chin)	229000	50692	By Weight	0
50693	Lap xuong tuoi kg (nau chin)	63800	50693	By Weight	0
51914	Du du tia giong Nhat kg	25600	51914	By Weight	0
53592	Dui ga Cnghiep goc tu kg	72000	53592	By Weight	0
57127	Cha ca chien kg	53500	57127	By Weight	0
51904	Nho den Ba Moi kg	102000	51904	By Weight	0
56084	Oc giac kg	375000	56084	By Weight	0
56696	S-Kho qua don cha ca thu kg	98000	56696	By Weight	0
56688	S-D.hu chien nho+t.xay-NCC kg	102000	56688	By Weight	0
52452	Da mo vun heo kg-VS990	28000	52452	By Weight	0
50939	Bi do non kg	29500	50939	By Weight	0
55414	Ca thu n.con kg	228000	55414	By Weight	0
55416	Ca cam lon kg	89900	55416	By Weight	0
55485	Minh ca loc bong khuc kdau kg	215000	55485	By Weight	0
54766	S-Minh CaThu sche kg(bo set 1)	340000	54766	By Weight	0
55422	Ca Ngu bo Kg	85000	55422	By Weight	1
55489	Minh ca thu kg	225000	55489	By Weight	0
55425	Ca Bac Ma kg	89000	55425	By Weight	1
54949	S-Ca ro phi so che kg-NCC	85000	54949	By Weight	0
50216	La lot kg	26900	50216	By Weight	0
54767	S-Ca Ro nho so che Kg	125000	54767	By Weight	0
54768	S-Ca Nuc tam uop Kg	115000	54768	By Weight	1
54770	S-Ca bong Mu tam uop Kg	285000	54770	By Weight	1
54774	S-Ca Loc xe tam uop kg	148000	54774	By Weight	1
54775	S-Ca loc den tam uop kg	87000	54775	By Weight	1
54776	Ca cam nho kg	76000	54776	By Weight	0
55437	Ca Nuc kg	69000	55437	By Weight	1
55438	Ca Ngan lon Kg	99000	55438	By Weight	1
54778	S-Ca huong (Dong)tam uop kg	135000	54778	By Weight	1
57133	Goi ngo sen tron kg - Tu NCC	118000	57133	By Weight	0
55441	Ca Mo nho Kg	105000	55441	By Weight	1
54783	S-Ca chim den tam uop kg	185000	54783	By Weight	1
55443	Ca Loc xe kg	110000	55443	By Weight	1
53016	Than noi bo kg	350000	53016	By Weight	0
51956	Mia cay kg	9000	51956	By Weight	0
54967	Ca Trung tuoi kg	123000	54967	By Weight	0
53104	Bap bo Uc kg -VS990	345000	53104	By Weight	0
53105	Gau bo Uc kg -VS990	280000	53105	By Weight	0
53109	Nac vun nho bo Uc kg -VS990	190000	53109	By Weight	0
52507	S-Nac dam heo so che kg-CMT	232000	52507	By Weight	0
53615	Dui ga goc tu NK kg	76000	53615	By Weight	0
52500	S-Nac than heo so che kg-CMT	215000	52500	By Weight	0
50228	Rau nang tuoi kg-TD	18500	50228	By Weight	0
53608	Ma dui ga NK kg (15kg/thung)	45000	53608	By Weight	0
52537	S-Suon non tam uop kg-HM	350000	52537	By Weight	1
56701	S-Kho qua+Txay phaloc-HM Kg	117000	56701	By Weight	0
56702	S-Bi dao+txay pha loc-HM kg	93000	56702	By Weight	0
50514	S-Ca that lat nao kg	227000	50514	By Weight	0
57371	Kho muc say gung kg	495500	57371	By Weight	0
52568	S-Nac dui heo so che kg-HM	209000	52568	By Weight	0
51980	Buoi nam roi L1 kg	44800	51980	By Weight	0
50646	Ca tre lsach kdau kg-NCC	72000	50646	By Weight	1
54575	Tom the kg (41-50 con/kg)	235000	54575	By Weight	0
50966	S-Bi do tron sc kg	50000	50966	By Weight	0
50967	S-Bi xanh(dao)sc kg	21000	50967	By Weight	0
50990	Khoai tay DaLat kg	36500	50990	By Weight	0
56712	S-Bap cai cuon+txay ploc-HM Kg	98000	56712	By Weight	0
50289	Nho den khong hat dai dac biet	319000	50289	By Weight	0
50297	Ga tha vuon nguyen con - kg	73000	50297	By Weight	0
52016	Nhan xuong com vang VT L1 kg	61500	52016	By Weight	0
50314	Gao thom lai kg	25700	50314	By Weight	0
50130	Ca com say khong duong DD kg	150000	50130	By Weight	0
50270	Hanh tim Vinh Chau xa kg	77000	50270	By Weight	0
50445	S-Bong cai cuon gio song kg	115000	50445	By Weight	0
50444	S-Kho qua nhoi ca that lat kg	136000	50444	By Weight	0
50284	Xoai xanh giong Thai kg	48600	50284	By Weight	0
50240	Ga H'Mong Ncon kg	180000	50240	By Weight	0
51114	Khoai mi hap dua/sua-PKD990	79000	51114	By Weight	1
51119	Nho do PeRu kg	135000	51119	By Weight	0
51092	Dui go bo kg	315000	51092	By Weight	0
51093	Dui la co bo kg	315000	51093	By Weight	0
51138	Luoi heo pha lau kg-PKD990	620000	51138	By Weight	0
50851	Com chien duong chaukg-PKD990	89000	50851	By Weight	0
51163	Ca basa ncon song kg	79900	51163	By Weight	0
51087	Ca nuc lam sach -NCC	95000	51087	By Weight	0
51673	Hanh tim Vinh Chau chum kg	72800	51673	By Weight	0
51161	Bo kho kg-PKD990	259000	51161	By Weight	0
51336	Nho do Ai Cap kg	70000	51336	By Weight	0
51307	Tao Fuji New Zealand dbiet kg	69000	51307	By Weight	0
51334	S-Muop dang+t.xay phaloc-HM Kg	28500	51334	By Weight	0
51306	Ca chua giong Ha Lan kg	29500	51306	By Weight	0
51498	Mam ca phao chay kg	86900	51498	By Weight	0
51549	Cu qua kho chay-PKD990	79000	51549	By Weight	0
51582	San lung heo kg	140000	51582	By Weight	0
56128	Ca chi vang lsach kg-NCC	112000	56128	By Weight	0
56188	Tao Sonya NewZealand kg	122000	56188	By Weight	0
56156	S-Buoi da xanh L1 got vo kg	80000	56156	By Weight	0
58666	Cha bong heo kg-TNP	668000	58666	By Weight	0
59192	Ca tam song kg	315000	59192	By Weight	0
59113	Oi gang kg	45000	59113	By Weight	0
59102	Ca trich dlanh kg	73000	59102	By Weight	0
59084	Minh ca hoi kg	348000	59084	By Weight	1
59168	Nho xanh khong hat My L1 kg	215000	59168	By Weight	0
59318	Tao Jazz My kg	85000	59318	By Weight	0
58840	Minh ca tam tuoi kg	325000	58840	By Weight	0
59424	Chuoi mo qua kg	31500	59424	By Weight	0
59331	Ca sac lsach (8-10con/kg)	162000	59331	By Weight	0
15997	S-Tao Pink My kg(1)	40000	15997	By Weight	0
16222	S-Tao Jonagold My kg(1)	45000	16222	By Weight	0
19332	S-Tao Pinata My kg(1)	79000	19332	By Weight	0
15437	S-Ca nuc kg(1)	42900	15437	By Weight	0
10180	S-Bong cai trang kg(1)	25000	10180	By Weight	0
56289	Khe ngot giong Thai kg	49900	56289	By Weight	0
56274	Ca ro bi kg	169000	56274	By Weight	0
59277	Xuong ong bo Uc-VS990	65000	59277	By Weight	0
58873	C-Bong cai xanh COOP kg	47000	58873	By Weight	0
19167	S-Nho den khonghat My L1 kg(1)	119000	19167	By Weight	0
10757	S-Ca tim Kg(1)	10000	10757	By Weight	0
10783	S-Bau Kg(1)	7900	10783	By Weight	1
10907	S-Bi dao kg(1)	10000	10907	By Weight	1
10195	S-Rau mong toi kg(1)	11900	10195	By Weight	0
11915	S-Le nau My kg(1)	35000	11915	By Weight	0
59006	Nhan cha gio kg	195000	59006	By Weight	0
56485	Ech tam gia vi kg	195000	56485	By Weight	0
56487	Canh ga tam gia vi kg	123000	56487	By Weight	0
58951	C-Ga ta Huynh De kg	138900	58951	By Weight	0
56464	Canh kho qua + thit	58900	56464	By Weight	0
58897	Luon ca hoi dlanh kg	139000	58897	By Weight	0
11922	S-Nho xanh khong hat kg(1)	199000	11922	By Weight	0
16008	S-Le vang do Nam Phi kg (1)	30000	16008	By Weight	0
19082	S-Tao Jazz NewZealand kg (1)	30000	19082	By Weight	0
52190	Cam duong (quyt Tien Vua) kg	73900	52190	By Weight	0
56580	Cam vang Cao Phong-HBinh kg	35700	56580	By Weight	0
52073	Dui toi ga CN tam uop kg	122000	52073	By Weight	1
52074	Ma Dui ga CN tam uop kg	89000	52074	By Weight	1
52075	Uc ga CN tam uop kg	115000	52075	By Weight	1
52076	Vit tam uop kg	128000	52076	By Weight	1
52196	Dua Hoang Kim kg-KHP	48800	52196	By Weight	0
52192	Ca hoi cat khoanh kg	485000	52192	By Weight	0
50018	Mui heo - AHT990	90000	50018	By Weight	0
56607	Kiwi xanh My kg	150000	56607	By Weight	0
18803	S-Tao Kiku Newzealand kg(1)	30000	18803	By Weight	0
19168	S-Nho xanh k.hat My L1 kg(1)	170000	19168	By Weight	0
11730	S-Dua hau k.hat kg(1)	20000	11730	By Weight	0
10990	S-Khoai tay DaLat kg(1)	17700	10990	By Weight	1
52789	Ca dieu hong kho kg-PKD990	178000	52789	By Weight	0
52822	Tao Pink NamPhi kg	82900	52822	By Weight	0
53001	Kiwi xanh ITALY kg	155000	53001	By Weight	0
52940	Ca doi nguyen con nhap khau kg	56000	52940	By Weight	0
52740	Xoi nuoc cot dua-PKD990	85000	52740	By Weight	1
19166	S-Nho do khong hat My L1 kg(1)	180000	19166	By Weight	0
52833	Ca long tong kg	175000	52833	By Weight	0
53242	Sa lach Iceberg thuy canh kg	53000	53242	By Weight	0
53245	Sa lach lolo xanh thuy canh kg	51900	53245	By Weight	0
52951	Tao Organic Juliet kg	105000	52951	By Weight	0
52834	Bao tu pha lau kg	395000	52834	By Weight	0
53168	Ca that lat nguyen con kg	149000	53168	By Weight	0
52862	Canh ga CN kg-KU	104000	52862	By Weight	0
53170	Ca that lat nao kg-P.Nghia	289000	53170	By Weight	0
52868	Chan ga CN kg-KU	64000	52868	By Weight	0
52869	Uc ga file CN kg-KU	102000	52869	By Weight	0
52870	Long ga CN kg-KU	62000	52870	By Weight	0
52872	Xuong ga CN kg-KU	26000	52872	By Weight	0
52904	Hanh phi kg	226700	52904	By Weight	0
53206	Ech ncon lsach VietGAP kg	160900	53206	By Weight	1
51096	Hat dua nho X.HONG kg-Tet	233500	51096	By Weight	0
51676	Dua gang muoi kg	15000	51676	By Weight	0
51681	Nep bac xa kg	38000	51681	By Weight	0
51678	Ghe say chua ngot DD kg	305200	51678	By Weight	0
51097	Nho den k.hat Nam Phi kg	165000	51097	By Weight	0
51108	Mut me say kg	328000	51108	By Weight	0
51109	Mut khoai thanh kg	140000	51109	By Weight	0
51110	Dua leo baby kg	34000	51110	By Weight	0
51115	Xoi dau den-PKD990	85000	51115	By Weight	1
51116	Xoi dau xanh-PKD990	85000	51116	By Weight	1
51117	Xoi gac-PKD990	107000	51117	By Weight	1
51118	Mang cau Tay Ninh L1 kg	79000	51118	By Weight	0
51120	Mang cau Tay Ninh kg	65900	51120	By Weight	0
51128	Xoi la cam kg-PKD990	85000	51128	By Weight	1
51129	Xoi man kg-PKD990	121000	51129	By Weight	1
51131	Suon heo ram kg-PKD990	336000	51131	By Weight	0
51132	Thit ba roi kho tieukg-PKD990	290000	51132	By Weight	0
51133	Cari ga kg-PKD990	155000	51133	By Weight	1
51134	Bun gao xao (chay) kg-PKD990	52500	51134	By Weight	0
51135	Bun gao xao (man) kg-PKD990	75000	51135	By Weight	0
51136	Rau xao thap cam kg-PKD990	81000	51136	By Weight	0
51137	Bao tu heo pha lau kg-PKD990	569000	51137	By Weight	0
10646	S-Ca tre ls kdau tamuop kg	99900	10646	By Weight	0
51158	Mam Thai dua gang kg	23500	51158	By Weight	0
51159	Mam ruoc kg	55000	51159	By Weight	0
51162	Ga ac 2con/bich(kg)	199000	51162	By Weight	0
51164	Xoai tao kg	12000	51164	By Weight	0
51165	Man Tam Hoa kg	23000	51165	By Weight	0
51181	S-Tom the lon cat dau kg	320000	51181	By Weight	0
51216	Goi ga kg-PKD990	142000	51216	By Weight	1
51731	Tom Sat kg	113000	51731	By Weight	0
51732	Ga ta dac kg-AHT	155000	51732	By Weight	0
51733	Bau thuy canh kg	25500	51733	By Weight	0
51736	Bong he giong Dai Loan kg	62900	51736	By Weight	0
51744	Trai kho qua rung kg	37000	51744	By Weight	0
51748	Qua mo My kg	230000	51748	By Weight	0
51221	Kiwi xanh Chile kg	105000	51221	By Weight	0
51511	S-D.hu lon+txay phaloc-HM kg	102000	51511	By Weight	0
51519	Uc ga cong nghiep kg	63000	51519	By Weight	0
51534	Bun vat (con) kg	8600	51534	By Weight	0
51535	Cam canh kg	69900	51535	By Weight	0
59274	Thit bo Uc xay-VS990	250000	59274	By Weight	0
59276	Dam mui bo Uc-VS990	355000	59276	By Weight	0
59278	Xuong bo bo Uc-VS990	63000	59278	By Weight	0
59279	Mo bo Uc-VS990	27000	59279	By Weight	0
59280	Than noi bo Uc kg	475000	59280	By Weight	0
59281	Than ngoai bo Uc kg	470000	59281	By Weight	0
59282	Nac dui bo Uc kg	355500	59282	By Weight	0
59283	Dui la co bo Uc kg	395000	59283	By Weight	0
59284	Nac vai bo Uc kg	375000	59284	By Weight	0
59285	Bap bo Uc kg	345000	59285	By Weight	0
59286	Gau bo Uc kg	280000	59286	By Weight	0
59287	Nam bo Uc kg	220500	59287	By Weight	0
59290	Nac vun bo Uc kg	190000	59290	By Weight	0
59291	Bap bo hoa (loi rua) bo Uc kg	670000	59291	By Weight	0
59292	Bo Uc xao kg	290000	59292	By Weight	0
56201	Cherry Canada kg	445000	56201	By Weight	0
56379	Banh canh kg-KTRANG	19900	56379	By Weight	0
51615	Dui go bo kg-VS990	315000	51615	By Weight	0
51616	Dui bittet bo kg-VS990	315000	51616	By Weight	0
51642	Dui la co bo kg-VS990	315000	51642	By Weight	0
51648	Bap hoa bo kg-VS990	320000	51648	By Weight	0
58693	Ca bong mu song kg	292000	58693	By Weight	0
58828	S-D.hu chienlon+txay SC NCC kg	102000	58828	By Weight	0
59088	Muc la dai duong kg	297000	59088	By Weight	0
51915	Le nau My kg	65900	51915	By Weight	0
56212	S-Bao tu basa so che kg	115000	56212	By Weight	1
51709	Le xanh Nam Phi kg	45000	51709	By Weight	0
51715	S-Ca co lsach tam kg	225000	51715	By Weight	0
53296	Tao Fuji NewZealand size 24-40	86000	53296	By Weight	0
56666	Ba roi quay kg	355600	56666	By Weight	0
56668	Heo sua quay tu 10kg	430000	56668	By Weight	0
10035	S-Cai Ngong Kg(1)	8450	10035	By Weight	0
10919	S-Muop huong Kg(1)	10000	10919	By Weight	1
10921	S-Su su Kg(1)	12000	10921	By Weight	1
52032	S-Nhan cha gio+txay sc-NCC kg	162000	52032	By Weight	0
52036	Vit tuoi nguyen con kg-Vswan	90000	52036	By Weight	0
59451	Xa lach Radicchio kg	77000	59451	By Weight	0
56234	C-F-Phomai Gouda Wheel kg	403000	56234	By Weight	0
56236	C-F-Phomai Cheddar Cheese kg	621000	56236	By Weight	0
56237	C-F-Phomai Edam Ball kg	388000	56237	By Weight	0
50123	Nha dam kg	12900	50123	By Weight	1
50762	Ot chuong do DLat kg	65000	50762	By Weight	0
50878	Cu kieu tuoi lam sach kg	135000	50878	By Weight	0
51568	Dau vang kg	32900	51568	By Weight	0
51638	Cam sanh kg	14000	51638	By Weight	0
55309	Ca Loc den ncon l.sach kg-NCC	76000	55309	By Weight	1
11501	S-Buoi nam roi loai 2 kg (1)	20000	11501	By Weight	0
53534	Me ga kg	92000	53534	By Weight	0
56619	Ca Loc don thit kg	40000	56619	By Weight	0
57299	Kho ca Keo kg	120000	57299	By Weight	0
52041	Rau cau  cac loai kg-LX990	1	52041	By Weight	0
56240	Gao luc do kg	36900	56240	By Weight	0
55259	Ca Soc lam sach kg	125000	55259	By Weight	0
56218	Mit Thai nguyen trai kg	39900	56218	By Weight	0
56214	S-Kho qua don cha ca basa kg	82000	56214	By Weight	0
56215	S-Dau hu don cha ca basa kg	67900	56215	By Weight	0
51337	Nho den k.hat ngon tay My kg	285000	51337	By Weight	0
51339	Tom ram thit-PKD990	335000	51339	By Weight	0
58933	Ba roi rut suon kg-AHT990	258200	58933	By Weight	0
56267	Tao Braeburn My kg	43900	56267	By Weight	0
56268	Fillet ca hoi khong da manh kg	555000	56268	By Weight	3
51920	Buoi nam roi L3 0.9-1.2kg - HG	7500	51920	By Weight	0
58719	Hat dieu loai 1 kg-Tet	384800	58719	By Weight	0
52110	Ca chep gion kg	189000	52110	By Weight	0
51283	Nam bao ngu xam kg	93900	51283	By Weight	0
51368	@Buoi namroi tuiluoi L1 kg-TFR	32000	51368	By Weight	0
56683	S-Kho qua don t.dui truoc kg	117000	56683	By Weight	0
56692	S-Kho qua don thit xay kg-NCC	117000	56692	By Weight	0
58641	Thach sua chua hapi 16g	62900	58641	By Weight	0
58642	Thach rau cau kg	39000	58642	By Weight	0
55022	Ca tai tuong kg	123000	55022	By Weight	0
52257	Thit cot let heo kg	139500	52257	By Weight	0
51724	Trai Sung kg	61300	51724	By Weight	0
51592	Dua huong kg	31500	51592	By Weight	0
50124	Hung lui kg	95000	50124	By Weight	1
50118	Can nuoc Kg	56000	50118	By Weight	1
52475	S-Thit dui sauheotam uopkg-CMT	208000	52475	By Weight	1
57287	Kho ca Tren kg	567000	57287	By Weight	0
53540	Ga ta ncon kg	89000	53540	By Weight	0
57281	Kho muc lon kg	1560000	57281	By Weight	0
56296	Ca chua db kg	28900	56296	By Weight	0
57783	Tao den kho kg	40000	57783	By Weight	0
57778	Nu voi kg	32000	57778	By Weight	0
58649	Su hao tim kg	56000	58649	By Weight	0
56147	Ga CNghiep ncon kg-SANHA	53000	56147	By Weight	0
51948	Nho xanh khong hat NamPhi kg	179000	51948	By Weight	0
51651	Man xanh TQuoc kg	23000	51651	By Weight	0
51655	Man den Uc kg	235000	51655	By Weight	0
55059	Ca Linh kg	93000	55059	By Weight	1
57285	Kho ca com sua kg	294000	57285	By Weight	0
51636	Le xanh My kg	115000	51636	By Weight	0
55230	Ca Bong Cat tuoi kg	186000	55230	By Weight	1
58661	Tao bi do Phap kg	69000	58661	By Weight	0
50734	Bong Atiso say kg	1140500	50734	By Weight	0
51779	Buoi Phuc Trach kg	44500	51779	By Weight	0
53097	Than ngoai bo Uc kg-VS990	470000	53097	By Weight	0
53098	Dau than ngoai bo Uc kg-VS990	170000	53098	By Weight	0
57008	Banh uot kg	9500	57008	By Weight	0
52370	Tim heo-VS990	190000	52370	By Weight	0
52366	Thit dui heo-VS990	149000	52366	By Weight	0
58512	Heo quay nho 5-9kg/ncon	480000	58512	By Weight	0
51864	Chuoi LAPA kg	22900	51864	By Weight	0
51865	Chuoi su L1 kg	17000	51865	By Weight	0
51868	Long mut loai 1 kg	49000	51868	By Weight	0
51869	Mang cau L2 kg	66600	51869	By Weight	0
11862	S-Quyt duong loai 1 kg (1)	40000	11862	By Weight	0
55402	Ca Com lsach kg-NCC	110000	55402	By Weight	1
55403	Ca Co lsach kg-Tu NCC	215000	55403	By Weight	0
55404	Ca Chem nho lsach kg- NCC	172000	55404	By Weight	0
55405	Ca Bong Trung lsach-NCC	179000	55405	By Weight	1
55406	Ca Bong Tuong lsach kg-NCC	155000	55406	By Weight	0
57501	Mi can kg	60000	57501	By Weight	1
55423	Ca Chi Vang Kg	75000	55423	By Weight	1
55424	Ca Luoi trau Kg	145000	55424	By Weight	0
55447	Ca Huong (Dong) Kg	89900	55447	By Weight	1
55448	Ca Doi kg	80000	55448	By Weight	0
57136	Minh mam ca thu dac biet kg	499500	57136	By Weight	0
50879	Ca tim Mien Bac Kg	37200	50879	By Weight	0
55347	Ca Khoai kg	167000	55347	By Weight	0
51783	Cam Vinh kg	49500	51783	By Weight	0
55349	Ca Mui lsach kg	74000	55349	By Weight	1
11644	S-Chom Chom Thai kg (1)	25000	11644	By Weight	0
11507	S-Nho do My kg (1)	20000	11507	By Weight	0
11636	S-Le xanh My kg (1)	40000	11636	By Weight	0
52669	F-Phmai Pyren.Nostalgie-CFF990	887000	52669	By Weight	0
50275	Ca Bop kg	285000	50275	By Weight	0
57375	Ca com say gion D.Diep kg	423000	57375	By Weight	0
50247	Mam ca com du du SH kg	106500	50247	By Weight	0
57076	Bon bon nuoc tom kg	125900	57076	By Weight	0
57077	Ngo sen nuoc tom kg	153500	57077	By Weight	0
57078	Ca phao chua ngot kg	59300	57078	By Weight	0
54526	Tom cang song kg	368000	54526	By Weight	0
50798	Dui ga toichien nmamkg-PKD990	165000	50798	By Weight	0
50799	Canh ga chien nmam kg-PKD990	199000	50799	By Weight	0
50806	Thit kho tieu kg-PKD990	295000	50806	By Weight	0
50809	Thit kho trung kg-PKD990	265000	50809	By Weight	0
50813	Suon non ram kg-PKD990	305000	50813	By Weight	0
50818	Colet ram kg-PKD990	280000	50818	By Weight	0
50819	Thit hquay khocchua kg-PKD990	209000	50819	By Weight	0
50823	Kho qua don thit kg-PKD990	162000	50823	By Weight	1
50834	Ca loc kho kg-PKD990	280000	50834	By Weight	0
50835	Ca basa kho kg-PKD990	160000	50835	By Weight	0
50836	Ca ro kho kg-PKD990	185000	50836	By Weight	0
50838	Ca tre kho kg-PKD990	159000	50838	By Weight	0
50850	Cha ca basa chien kg-PKD990	123000	50850	By Weight	0
50863	S-Nhan cha gio kg(k.mon cao)	135000	50863	By Weight	0
55058	Ca Lu Du kg	136000	55058	By Weight	0
11943	S-Tao bi do N.Zealand kg(1)	35000	11943	By Weight	0
51955	Mang cut Cai Mon L2 kg	65900	51955	By Weight	0
52256	Thit chan gio kg	136800	52256	By Weight	0
15423	S-Ca Chi vang kg (1)	66000	15423	By Weight	0
57779	Com dep trang kg	68500	57779	By Weight	0
57075	Toi nuoc tom kg	221500	57075	By Weight	0
11906	S-Kiwi L1 kg (1)	90000	11906	By Weight	0
55412	Ca Bong Dua sche kg - Tu NCC	205000	55412	By Weight	0
51027	Ca lang song kg	168000	51027	By Weight	0
55421	Ca Phen Kg	205000	55421	By Weight	0
54761	S-Ca Keo tam uop Kg	395000	54761	By Weight	1
54772	S-Ca mo nho tam uop kg	128000	54772	By Weight	1
54792	S-Ca Bong cat tam uop kg	220000	54792	By Weight	1
55456	Ca Cham la Kg	120000	55456	By Weight	0
51285	Muc trung tuoi kg	255000	51285	By Weight	0
52436	Bap gio heo kg-VS990	72000	52436	By Weight	0
52540	S-Ba roi so che kg-HM	258000	52540	By Weight	0
50199	Salad giong My kg	46900	50199	By Weight	1
57787	Dau xanh hot kg	59700	57787	By Weight	0
56705	S-D.hu nho+txay pha loc-HM kg	102000	56705	By Weight	0
51305	Bi dao thuy canh kg	24900	51305	By Weight	0
51042	Chuoi Lapa quan mang co kg	23900	51042	By Weight	0
50376	C-Ga tha vuon kg-BM	62000	50376	By Weight	0
58629	Keo deo misa kg	77700	58629	By Weight	0
51315	Vem xanh kg	36000	51315	By Weight	0
51985	Tao Hong Phan Rang kg	46200	51985	By Weight	0
56320	Nam meo den thai soi kg	388000	56320	By Weight	0
50381	Bap bo kg	310000	50381	By Weight	0
59061	S-Ba roi so che kg-NCC	258000	59061	By Weight	0
51509	Vu sua tim kg	48900	51509	By Weight	0
11895	S-Tao hong New Zealand kg (1)	35000	11895	By Weight	0
55466	Ca Ho kg	225000	55466	By Weight	0
50138	Ca long tong Ls tu NCC kg	195000	50138	By Weight	1
57296	Kho ca chi vang tam kg	452500	57296	By Weight	0
50920	Nam meo kg	253600	50920	By Weight	0
50148	Cam sanh Ham Yen kg	18800	50148	By Weight	0
11795	S-Cam NamPhi loai1 kg (1)	30000	11795	By Weight	0
11785	S-Nho do khong hat kg (1)	60000	11785	By Weight	0
50630	Ca nau kg	235000	50630	By Weight	0
50651	Ca chem vua kg	142000	50651	By Weight	1
56703	S-Ca chua+t.xay pha loc-HM Kg	88000	56703	By Weight	0
56704	S-Muc ong10-15+txay pha loc-HM	390000	56704	By Weight	0
50975	S-Muop dang+thit xay sc NCC Kg	29800	50975	By Weight	0
11790	S-Du du vang L1 kg(1)	7000	11790	By Weight	0
11817	S-Tao xanh My kg(1)	40000	11817	By Weight	0
11560	S-Xoai giong Dloan L1 kg(1)	20000	11560	By Weight	0
50290	Nho do My loai 1	142000	50290	By Weight	0
50299	Duong cat nhuyen trang kg	29600	50299	By Weight	0
52579	S-Nac dam heo so che kg-HM	232000	52579	By Weight	0
50778	Nho den Han Quoc kg	122000	50778	By Weight	0
50837	Ca bong kho kg-PKD990	190000	50837	By Weight	0
50153	Nac dui quay kg	190000	50153	By Weight	0
15019	Ca mo lam sach kg	96000	15019	By Weight	0
50805	Khoai tay bi kg	33500	50805	By Weight	0
50378	Than noi bo kg	390000	50378	By Weight	0
50379	Nac dui bo kg	315000	50379	By Weight	0
50388	Tao hong My kg	115000	50388	By Weight	0
56700	S-D.hu chiennho+tdui tr.heo kg	102000	56700	By Weight	0
51004	Gio song kg	159000	51004	By Weight	0
50412	S-Nhan cha gio+txay ploc-HM Kg	162000	50412	By Weight	0
