PLU CODE	PLU NAME	Price	Item code	Price Type	Best Before Day
54152	C-Suon cuu Uc k.Phap kg-KB990	789000	54152	By Weight	0
54156	C-Than noi heo Uc kg-KB990	499000	54156	By Weight	0
54157	C-Thit Cotlet heo Uc kg-KB990	439000	54157	By Weight	0
54189	Dua Pepino kg	99000	54189	By Weight	0
54190	Le Kousui Nhat kg	275000	54190	By Weight	0
54194	Ca com hoa chuoi kho chay kg	264500	54194	By Weight	0
54195	Le Housui Nhat kg	112000	54195	By Weight	0
54043	Ca basa dlanh kg	68000	54043	By Weight	0
10178	S-Bap cai trang kg(1)	9000	10178	By Weight	0
10028	S-Bap cai thao kg(1)	10900	10028	By Weight	0
54221	@Dua leo kg-HN	21900	54221	By Weight	0
54222	@Dau bap kg-HN	36900	54222	By Weight	0
54223	@kho qua trai kg-HN	34500	54223	By Weight	0
54224	Mam thai chay kg-PGP	154000	54224	By Weight	0
54225	Dua mam chay kg-PGP	130000	54225	By Weight	0
54240	Tao hong Phan Rang dong hop kg	47500	54240	By Weight	0
54255	Ga say la chanh TNP kg	579000	54255	By Weight	0
54259	Le Akizuki Nhat kg	215000	54259	By Weight	0
54260	Le Niitaka Nhat kg	60000	54260	By Weight	0
54345	Ca Basa tam uop kg	95900	54345	By Weight	1
54431	Uc vit file kg	260000	54431	By Weight	0
54261	Dua le giong Han Quoc kg	67500	54261	By Weight	0
54419	Hu tieu kg-KTRANG	29500	54419	By Weight	0
54391	C-Kho quet chay kg-PGP	223000	54391	By Weight	0
54386	Nho do thom dbiet k.hat My kg	330000	54386	By Weight	0
54430	Kiwi vang Phap kg	225000	54430	By Weight	0
54440	Dua luoi g.Nhat ruot cam-TLOC	29000	54440	By Weight	0
54450	Tai heo chua ngot kg	368800	54450	By Weight	0
54484	Ga bo xoi kg-PKD990	215000	54484	By Weight	1
54485	Ga bo xoi (vien) kg-PKD990	99000	54485	By Weight	1
54489	Tao bi do Ba Lan kg	69000	54489	By Weight	0
54518	Cai thia thuy canh kg	28900	54518	By Weight	0
54578	Cai ngot thuy canh kg	26500	54578	By Weight	0
54589	Cai xanh thuy canh kg	39500	54589	By Weight	0
12195	S-Cam Ai Cap (1)	30000	12195	By Weight	0
54603	Chuoi Coop Select L1 kg-Lefarm	27900	54603	By Weight	0
54610	Ca sac mot nang kg	360000	54610	By Weight	0
54604	Bap cai nhan kg	19000	54604	By Weight	0
54619	Tao Snap Dragon My kg	99000	54619	By Weight	0
54616	Luon ca hoi-Coop	142000	54616	By Weight	0
54623	Ca thu dao kg-Hoang Ngan	183000	54623	By Weight	0
11996	S-Xoai giong Uc kg(1)	35000	11996	By Weight	0
13308	S-Buoi da xanh Tam TanL1 kg(1)	45000	13308	By Weight	0
14240	S-Tao hong PRang dong hop kg(1	28000	14240	By Weight	0
13405	S-Tao hongQueen NZealand kg(1)	40000	13405	By Weight	0
14430	S-Kiwi vang Phap kg(1)	199000	14430	By Weight	0
11897	S-Man hau kg(1)	55000	11897	By Weight	0
13817	S-Tao Star NewZealand kg(1)	40000	13817	By Weight	0
13670	S-Tao Fuji Nhat kg (1)	122000	13670	By Weight	0
14619	S-Tao Snap Dragon My kg (1)	89000	14619	By Weight	0
14488	S-Tao Ligol Balan kg (1)	50000	14488	By Weight	0
14625	S-Tao Beauty NewZealand kg (1)	82000	14625	By Weight	0
13194	S-Nho den k.hat ng tay NPhi(1)	155000	13194	By Weight	0
12705	S-Nho do k.hat Chile kg (1)	138000	12705	By Weight	0
13169	S-Nho den k.hat ngon tay Uc(1)	205000	13169	By Weight	0
12180	S-Tao ngot Dragon My kg (1)	180000	12180	By Weight	0
18981	S-Cherry do My COOP kg (1)	300000	18981	By Weight	0
10498	S-Cherry Uc kg (1)	385000	10498	By Weight	0
18627	S-Cherry Chile kg(1)	440000	18627	By Weight	0
19346	S-Cherry Newzealand kg (1)	550000	19346	By Weight	0
16201	S-Cherry Canada kg (1)	340000	16201	By Weight	0
11758	S-Cherry My kg (1)	300000	11758	By Weight	0
18663	S-Kiwi xanh Phap kg (1)	99000	18663	By Weight	0
11630	S-Dao My kg (1)	310000	11630	By Weight	0
11635	S-Man My kg (1)	290000	11635	By Weight	0
14190	S-Le Kousui Nhat kg (1)	180000	14190	By Weight	0
14195	S-Le Housui Nhat kg  (1)	53000	14195	By Weight	0
54669	Kho qua xao trung kg-PKD990	125000	54669	By Weight	0
54677	Ca loc quay/nuong kg-PKD990	150000	54677	By Weight	0
54681	Xoi dau trang kg-PKD990	85000	54681	By Weight	1
54682	Xoi hat sen kg-PKD990	130000	54682	By Weight	1
54683	Xoi nep than kg-PKD990	85000	54683	By Weight	1
54684	Xoi vo kg-PKD990	85000	54684	By Weight	1
54685	Xoi khuc kg-PKD990	85000	54685	By Weight	1
54687	Xoi bap kg-PKD990	85000	54687	By Weight	1
18671	S-Bi dao COOP kg (1)	21500	18671	By Weight	0
18873	S-Bong cai xanh COOP kg(1)	36900	18873	By Weight	0
10101	S-Bong thien ly kg (1)	120000	10101	By Weight	0
10031	S-Baro hanh kg (1)	23500	10031	By Weight	0
54690	C-Kim chi rong sun bien kg	178900	54690	By Weight	0
54692	Mi quang kg-KTRANG	19500	54692	By Weight	0
19156	S-Toi Hai Duong kg (1)	89900	19156	By Weight	0
10270	S-Hanh tim Vinh Chau kg (1)	44900	10270	By Weight	0
56904	Hanh tim An Do kg	47900	56904	By Weight	0
56914	Tao Koru Newzealand kg	88000	56914	By Weight	0
54688	Suon heo dong lanh kg	179000	54688	By Weight	0
54697	Dau hu nhoi thit hap-PKD990	159000	54697	By Weight	0
54729	Nho do Phan Rang kg-BNGOC	62500	54729	By Weight	0
54730	Nho xanh Phan Rang kg-BNGOC	111900	54730	By Weight	0
54731	Ca chep gion song kg	189000	54731	By Weight	0
54591	Buoi da xanh Coop Select kg	44900	54591	By Weight	0
54733	Buoi Nam roi Coop Select kg	28000	54733	By Weight	0
54627	Tom kho kg	724900	54627	By Weight	0
54629	Tom kho nhi kg	635000	54629	By Weight	0
54647	Cai thao Coop Select kg-DX	22900	54647	By Weight	0
54648	Bap cai trtim CoopSelect kg-DX	34500	54648	By Weight	0
54651	Ca hoi Loin NaUy kg	680000	54651	By Weight	0
54652	File ca hoi con da manh kg	530000	54652	By Weight	3
55032	Ca bac ma dlanh kg	85000	55032	By Weight	0
55033	Ca Huong (Dong) dlanh kg	80000	55033	By Weight	0
55041	Ga say chua cay TNP kg	583000	55041	By Weight	0
55055	Banh uot THANHTRI kg-TT990	46000	55055	By Weight	1
55056	Gio lua gan HA NOI kg-TT990	300000	55056	By Weight	1
55060	Gio thu HA NOI kg-TT990	250000	55060	By Weight	1
55061	Cha chien HA NOI kg-TT990	250000	55061	By Weight	1
55062	Cha que HA NOI kg-TT990	210000	55062	By Weight	0
55083	Oc buu thit dlanh kg	66000	55083	By Weight	0
55086	Ca chot lam sach kg	115000	55086	By Weight	1
13209	S-Chuoi COOP L1 kg(1)	15000	13209	By Weight	0
55091	Suon heo (NK) tam uop kg	195000	55091	By Weight	1
55109	Suon heo chat kg	180000	55109	By Weight	0
55167	Minh Ca Thu-PGP990	309000	55167	By Weight	0
55170	Bao tu Basa tuoi-PGP990	89000	55170	By Weight	0
55172	Oc buu thit-PGP990	59000	55172	By Weight	0
55174	Ca thu nguyen con-PGP990	219000	55174	By Weight	0
55175	Ca ngu bong-PGP990	89000	55175	By Weight	0
55177	Ca bac ma-PGP990	89000	55177	By Weight	0
55180	Ca nuc-PGP990	99000	55180	By Weight	0
55181	Ca mo-PGP990	119000	55181	By Weight	0
55182	Ca dong (huong)-PGP990	109000	55182	By Weight	0
55184	Ca chim den-PGP990	159000	55184	By Weight	0
55185	Ca basa bo dau-PGP990	65000	55185	By Weight	0
55186	File Basa tuoi-PGP990	109000	55186	By Weight	0
55187	Muc la lsach-PGP990	339000	55187	By Weight	0
55189	Ca chem tuoi-PGP990	119000	55189	By Weight	0
55191	Bach tuoc-PGP990	179000	55191	By Weight	0
55194	Ca doi-PGP990	89000	55194	By Weight	0
55195	Ca bop-PGP990	235000	55195	By Weight	0
55196	Ca hoi nguyen con-PGP990	559000	55196	By Weight	0
55198	Ca hoi file-PGP990	629000	55198	By Weight	0
55234	Qua Na kg	80000	55234	By Weight	0
55237	Ca Chim trang kg-PGP990	209000	55237	By Weight	0
55239	Cua bien kg-PGP990	399000	55239	By Weight	0
55246	Ca com kg-PGP990	99000	55246	By Weight	0
55248	Thit hen kg-PGP990	119000	55248	By Weight	0
55250	Ech lam sach kg-PGP990	149000	55250	By Weight	0
55257	Ca hu kg-PGP990	108000	55257	By Weight	0
55261	Luon nc ls-PGP990	199000	55261	By Weight	0
55264	Ca loc bong ls-PGP990	169000	55264	By Weight	0
55265	Tom the kg-PGP990	219000	55265	By Weight	0
55267	Tom lot kg-PGP990	339000	55267	By Weight	0
55268	Ca that lat nao kg-PGP990	289000	55268	By Weight	0
55269	Ca keo ls-PGP990	209000	55269	By Weight	0
55270	Ca tre ls-PGP990	69000	55270	By Weight	0
55271	Ca dieu hong lsach kg-PGP990	102000	55271	By Weight	0
55286	Ca loc kg-PGP990	95000	55286	By Weight	0
55288	Ca dieu hong song-990	99000	55288	By Weight	0
55289	Muc ong kg-PGP990	399000	55289	By Weight	0
55292	Nhong kg-PGP990	95000	55292	By Weight	0
55293	Tao Braeburn Newzealand kg	47900	55293	By Weight	0
55524	Tim heo DL kg	125000	55524	By Weight	0
55584	C-ThanboKIMBERLEY xao kg-KB990	419000	55584	By Weight	0
55585	C-Gau boKIMBERLEY ham kg-KB990	168000	55585	By Weight	0
55586	C-Suon bo KIMBERLEY kg-KB990	300000	55586	By Weight	0
55587	C-Ba chi bo KIMBERLEY kg-KB990	300000	55587	By Weight	0
55588	C-Bo xay KIMBERLEY kg- KB990	190000	55588	By Weight	0
55589	C-Nam boKIMBERLEY ham kg-KB990	168000	55589	By Weight	0
55590	C-Thit boKIMBERLEYluclac-KB990	300000	55590	By Weight	0
55591	C-Than chuot boKIMBERLEY-KB990	829000	55591	By Weight	0
55592	C-Dauthanbo KIMBERLEY kg-KB990	669000	55592	By Weight	0
55593	C-Bap bo hoaKIMBERLEY kg-KB990	435000	55593	By Weight	0
55613	Dau ca thu kg-PGP990	89000	55613	By Weight	0
55615	Ca bop cat khuc kg-PGP990	439000	55615	By Weight	0
55616	Dau ca hoi kg-PGP990	129000	55616	By Weight	0
55617	Luon ca hoi kg-PGP990	169000	55617	By Weight	0
55618	Tom su lon kg-PGP990	379000	55618	By Weight	0
55619	Dau ca ngu daiduog kg-PGP990	88000	55619	By Weight	0
55620	Minh ca ngu dduong kg-PGP990	299000	55620	By Weight	0
55639	Canh du du-gio heo-so che	123000	55639	By Weight	0
55671	Vit 1/2 con (co dau-chan) kg	76000	55671	By Weight	0
55677	Man hong dao kg	34500	55677	By Weight	0
55679	Dua le bach kim kg	51500	55679	By Weight	0
55680	Ba roi so che kg	258000	55680	By Weight	0
55697	Ca ngan kg-PGP990	109000	55697	By Weight	0
55707	Dau ca hoi lam sach kg-Coop	87000	55707	By Weight	0
55708	Nho xanh k.hat My dac biet kg	215000	55708	By Weight	0
55808	Ca duoi kg-PGP990	249000	55808	By Weight	0
55809	Cua xay kg-PGP990	69000	55809	By Weight	0
55813	Tao Breeze My kg	99000	55813	By Weight	0
55814	Tim heo xao chua ngot soche kg	68900	55814	By Weight	0
55815	Tim heo xao thap cam so che kg	73900	55815	By Weight	0
55817	Dui ga goc tu quay kg-PKD990	192000	55817	By Weight	0
55819	Thit kho dau hu kg-PKD990	210000	55819	By Weight	0
55826	Com dep kg-PKD990	80000	55826	By Weight	0
55830	Xoai keo vang kg	29900	55830	By Weight	0
55831	Man do g.Thai dong vi kg	52500	55831	By Weight	0
55842	Tim heo so che tam uop kg	245000	55842	By Weight	1
55846	Bach tuoc kg-TN990	229000	55846	By Weight	0
55847	Bach tuoc song kg-TN990	290000	55847	By Weight	0
55848	Ca bac ma kg-TN990	105000	55848	By Weight	0
55849	Ca basa bo dau kg-TN990	64000	55849	By Weight	0
55850	Ca bong duc kg-TN990	190000	55850	By Weight	0
55851	Ca bong mu kg-TN990	255000	55851	By Weight	0
55852	Ca bong tuong kg-TN990	190000	55852	By Weight	0
55853	Ca bop kg-TN990	329000	55853	By Weight	0
55854	Ca cam kg-TN990	115000	55854	By Weight	0
55855	Ca chem kg-TN990	169000	55855	By Weight	0
55856	Ca chi vang kg-TN990	95000	55856	By Weight	0
55857	Ca chim den kg-TN990	157000	55857	By Weight	0
55858	Ca chim trang kg-TN990	190000	55858	By Weight	0
55859	Ca com kg-TN990	98000	55859	By Weight	0
55860	Ca doi kg-TN990	98000	55860	By Weight	0
55861	Ca duoi kg-TN990	289000	55861	By Weight	0
55862	Ca huong kg-TN990	100000	55862	By Weight	0
55863	Ca lat kg-TN990	105000	55863	By Weight	0
55864	Ca loc lam sach kg-TN990	108000	55864	By Weight	0
55865	Ca loc song kg-TN990	90000	55865	By Weight	0
55866	Ca long tong kg-TN990	165000	55866	By Weight	0
55867	Ca lu du kg-TN990	164000	55867	By Weight	0
55868	Ca mo lon kg-TN990	195000	55868	By Weight	0
55869	Ca mo kg-TN990	105000	55869	By Weight	0
55870	Ca moi kg-TN990	86000	55870	By Weight	0
55871	Ca moi kg-TN990	95000	55871	By Weight	0
55872	Ca ngan kg-TN990	115000	55872	By Weight	0
55873	Ca ngu kg-TN990	89000	55873	By Weight	0
55874	Ca nuc kg-TN990	87000	55874	By Weight	0
55875	Ca ro phi kg-TN990	94000	55875	By Weight	0
55876	Ca ro lam sach kg-TN990	115000	55876	By Weight	0
55877	Ca ro song kg-TN990	135000	55877	By Weight	0
55878	Ca thu kg-TN990	237000	55878	By Weight	0
55879	Cua gach kg-TN990	750000	55879	By Weight	0
55880	Cua lot kg-TN990	990000	55880	By Weight	0
55881	Cua thit kg-TN990	550000	55881	By Weight	0
55882	Dau ca thu kg-TN990	79000	55882	By Weight	0
55883	Dau muc nang kg-TN990	259000	55883	By Weight	0
55884	File ca basa kg-TN990	105000	55884	By Weight	0
55885	File ca thu kg-TN990	184000	55885	By Weight	0
55886	Minh ca thu kg-TN990	319000	55886	By Weight	0
55887	Muc nang ls kg-TN990	365000	55887	By Weight	0
55888	Muc ong kg-TN990	454000	55888	By Weight	0
55889	Muc ong lon kg-TN990	427000	55889	By Weight	0
55890	Muc ong dac biet kg-TN990	320000	55890	By Weight	0
55891	Muc trung kg-TN990	274000	55891	By Weight	0
55892	Ngheu kg-TN990	68000	55892	By Weight	0
55893	Ngheu co kg-TN990	92000	55893	By Weight	0
55894	Oc buu kg-TN990	120000	55894	By Weight	0
55895	Thit oc buu kg-TN990	92000	55895	By Weight	0
55896	Tom bien kg-TN990	442000	55896	By Weight	0
55897	Tom dat kg-TN990	360000	55897	By Weight	0
55898	Tom su kg-TN990	340000	55898	By Weight	0
55899	Tom su song kg-TN990	442000	55899	By Weight	0
55900	Tom the kg-TN990	235000	55900	By Weight	0
55901	Tom the lon kg-TN990	205000	55901	By Weight	0
55902	Trung ca thu kg-TN990	304000	55902	By Weight	0
55913	Fille basa sot nuoc mam-PKD990	145000	55913	By Weight	0
55923	Nom rau muong kg-PKD990	65000	55923	By Weight	0
55924	Ba roi muoi sa tam uop kg	258000	55924	By Weight	1
55925	Thit kho mang tam uop kg	165000	55925	By Weight	1
55926	Ca basa kho thom tam uop kg	90900	55926	By Weight	1
55927	Kho qua bao cha that lat SC kg	148000	55927	By Weight	1
55929	Canh chay ngu sac so che kg	158000	55929	By Weight	0
55930	Canh bi ngoi cuon thit tam uop	118000	55930	By Weight	1
55931	Canh chua ca loc so che kg	85000	55931	By Weight	0
55932	Canh ga la giang so che kg	88000	55932	By Weight	1
55933	Muc xao chua ngot so che kg	169000	55933	By Weight	0
55935	Suon nuong mat ong so che kg	350000	55935	By Weight	0
55936	@Bi do ho lo kg-HN	14000	55936	By Weight	0
55937	@Chanh kg-HN	27900	55937	By Weight	0
55947	Ca lang song kg-PGP990	219000	55947	By Weight	0
55949	Ca tam song kg-PGP990	359000	55949	By Weight	0
55950	Tao Envy My nho kg	140000	55950	By Weight	0
55951	Chan ga dong lanh (NK)	109000	55951	By Weight	0
55983	Canh ga dlanh(khuc giua)nk kg	132000	55983	By Weight	0
55985	Lau thap cam so che	117900	55985	By Weight	0
55987	Canh giua ga chien-quay-PKD990	265000	55987	By Weight	0
55988	Canh giua ga tam gia vi kg	170000	55988	By Weight	0
55986	Man sua dong vi kg	35900	55986	By Weight	0
55992	Kho ca dua 1nangCoop Select kg	409000	55992	By Weight	0
56624	Coi so diep kg-PGP990	529000	56624	By Weight	0
56626	Thit xay tam uop kg	207000	56626	By Weight	1
56627	Suon non tam uop kg	350000	56627	By Weight	1
56628	Cot let tam uop kg	195000	56628	By Weight	1
56646	Nho xanh k.hat N.Phi d.biet kg	290000	56646	By Weight	0
56651	Le Bi kg	102500	56651	By Weight	0
56652	Nho xanh ngon tay Uc kg	295000	56652	By Weight	0
56653	Nho xanh Candy Uc kg	360000	56653	By Weight	0
56654	Nho do Candy Uc kg	269000	56654	By Weight	0
56730	Ga ta tha vuon kg-DT990	135000	56730	By Weight	0
56732	C-Ga ta Tu Quy kg	111900	56732	By Weight	0
56742	Dau hu tu xuyen kg-PKD990	75000	56742	By Weight	0
56745	Thit dui heo kg-CP	120000	56745	By Weight	0
56746	Ba roi heo kg-CP	164000	56746	By Weight	0
56748	Nac dam heo kg-CP	149000	56748	By Weight	0
56750	Tao Joya Phap kg	69900	56750	By Weight	0
56743	Vit Roti kg-PKD990	189000	56743	By Weight	0
56759	Ga Cnghiep ncon kg-Leboucher	66000	56759	By Weight	0
56760	Tao Juici My kg	105000	56760	By Weight	0
56761	Tao Koru My kg	92500	56761	By Weight	0
18910	S-Tao beauty Nam Phi(1)	55000	18910	By Weight	0
12951	S-Tao Organic Juliet(1)	50000	12951	By Weight	0
13454	S-Le Han Quoc L1(1)	110000	13454	By Weight	0
13653	S-Tao Autumn Glory My(1)	30000	13653	By Weight	0
15981	S-Tao Lolipop Phap(1)	68000	15981	By Weight	0
16750	S-Tao Joya Phap(1)	61000	16750	By Weight	0
56762	Dua luoi g.Nhat ruot cam kg	26900	56762	By Weight	0
15995	S-Buoi da xanh bao luoi kg(1)	45000	15995	By Weight	0
12212	S-Oi Nu Hoang kg(1)	10000	12212	By Weight	0
56784	Tao Posy New Zealand kg	84000	56784	By Weight	0
56770	Ca loc bong kdau t.uop-PKD	235000	56770	By Weight	0
56772	Ca hu t.uop kg-PKD	161000	56772	By Weight	0
56773	File Dieu hong t.uop-PKD	205000	56773	By Weight	0
56798	S.heo rim sa chay kg-PKD990	170000	56798	By Weight	0
56799	Suon xao chua ngot SC kg	172000	56799	By Weight	0
56800	Lap xuong tuoi TNP kg	260000	56800	By Weight	0
56771	Ca ro phi t.uop kg-PKD	105000	56771	By Weight	0
56801	Dua leo baby Coop Select kg-DX	31900	56801	By Weight	0
56807	Buoi 5 roi tui luoi kg	36900	56807	By Weight	0
56808	Cha bo kg	165000	56808	By Weight	0
56809	Cha com kg	160000	56809	By Weight	0
56810	Cha lon kg	150000	56810	By Weight	0
56775	Canh bi do chan gio heo SC-PKD	105000	56775	By Weight	0
56842	Heo nuong sate kg-CP	199000	56842	By Weight	0
56843	Ga chien n.mam kg-CP	138000	56843	By Weight	0
56844	Ga da gion Thai kg-CP	128000	56844	By Weight	0
56845	Heo tam mat ong kg-CP	159000	56845	By Weight	0
56847	Ca trich kho kg-PKD990	145000	56847	By Weight	0
56846	Ga xien que SC kg	98000	56846	By Weight	0
56849	Cha que kg	149000	56849	By Weight	0
56850	Gio lua kg	140000	56850	By Weight	0
56851	Gio tai kg	167000	56851	By Weight	0
56852	Tao Dazzle New Zealand kg	118000	56852	By Weight	0
56874	Ga ta kg-3FV	139000	56874	By Weight	0
56875	Ga say r.bien vi toi ot kg-TNP	594000	56875	By Weight	0
56882	Le Tai Nung kg	42000	56882	By Weight	0
16852	S-Tao Dazzle New Zealand kg(1)	45000	16852	By Weight	0
16784	S-Tao Posy New Zealand kg(1)	35000	16784	By Weight	0
16760	S-Tao Juici My kg  (1)	116000	16760	By Weight	0
16761	S-Tao Koru My kg (1)	40000	16761	By Weight	0
14650	S-Tao Prince New Zealand kg(1)	61000	14650	By Weight	0
16914	S-Tao Koru Newzealand kg(1)	50000	16914	By Weight	0
56902	Hu tieu tuoi kg-STHANH	33900	56902	By Weight	0
56903	Thach rau cau ZAIZAI kg	81000	56903	By Weight	0
56905	Keo Socola gau truc kg	266600	56905	By Weight	0
56906	Keo Socola Pretty kg	166900	56906	By Weight	0
56908	Keo deo xoai Mangoca kg	94500	56908	By Weight	0
56907	Keo lac sua Lasumi kg	195000	56907	By Weight	0
56940	Top mo kg-TD	450000	56940	By Weight	0
56943	QuytduongCoop Select L1 tui kg	61900	56943	By Weight	0
55832	Ca chua beef Coop Select kg-DX	42500	55832	By Weight	0
56945	Bo 034 kg	45000	56945	By Weight	0
56947	Ga CNghiep bong kg-Leboucher	74000	56947	By Weight	0
56952	Dau ga CNghiep kg-HTC990	25000	56952	By Weight	0
56953	Chan ga CNghiep-HTC990	79000	56953	By Weight	0
56954	Xuong ga CNghiep ncon-HTC990	24000	56954	By Weight	0
56955	Ga CNghiep ncon-HTC990	69000	56955	By Weight	0
56956	Ma dui ga CNghiep-HTC990	74000	56956	By Weight	0
56957	Dui ga CN thao khop- HTC 990	79000	56957	By Weight	0
56958	Dui toi ga CNghiep-HTC990	89000	56958	By Weight	0
56959	Dui ga CNghiep goc tu-HTC990	75000	56959	By Weight	0
56961	Uc ga file-HTC990	82000	56961	By Weight	0
56962	Ga mia-HTC990	199000	56962	By Weight	0
56964	Nho den My k.hat Organic kg	285000	56964	By Weight	0
56965	Nho do My k.hat Organic kg	275000	56965	By Weight	0
56966	Nho xanh My k.hat Organic kg	285000	56966	By Weight	0
56967	Nho do My k.hat dbiet kg	309000	56967	By Weight	0
56970	Ca loc den lsach dlanh kg	114000	56970	By Weight	0
56972	Ech ncon lsach dlanh kg	145000	56972	By Weight	0
56975	Cha ca that lat dlanh kg-PN	290000	56975	By Weight	0
56976	Thit dui heo SC tam uop kg	208000	56976	By Weight	1
56977	Thit vai heo SC tam uop kg	188000	56977	By Weight	1
56978	Thit nach heo SC tam uop kg	188000	56978	By Weight	1
56979	Nac dam heo SC tam uop kg	232000	56979	By Weight	1
56980	Nac vai heo SC tam uop kg	209000	56980	By Weight	1
56981	Thit nac dui heo SC tam uop kg	209000	56981	By Weight	1
56982	Thit than heo SC tam uop kg	215000	56982	By Weight	1
56983	Ba roi heo rut suon SC TU kg	335000	56983	By Weight	0
56984	Chan gio heo SC tam uop kg	162000	56984	By Weight	1
56985	Suon gia SC tam uop kg	230000	56985	By Weight	1
57433	Bao ngu Uc kg	1288000	57433	By Weight	0
57487	CANH TOI GA CN UNITEK	92000	57487	By Weight	0
57488	SUN GA CN UNI	86000	57488	By Weight	0
57489	XUONG MA DUI UNI	24000	57489	By Weight	0
57490	TIM GA UNI	94000	57490	By Weight	0
57491	ME GA UNI	96000	57491	By Weight	0
57539	Ca Chim Hong kg	69000	57539	By Weight	0
57617	C-FAu-PRESIDENT PMCOMTE KG-990	900000	57617	By Weight	0
57619	C-FAu-PMAI BRIE DEMEAUX KG-990	1200000	57619	By Weight	0
57626	C-FAu-PR PMSAINTNECTAIRE KG990	959000	57626	By Weight	0
57634	C-FAuPMPARMIGIANOREGGIANOKG990	1045000	57634	By Weight	0
57635	C-FAu-PMCREMEUXDARGENTALKG-990	1034000	57635	By Weight	0
57638	C-FAu-PM TOMMEDESAVOIVE KG-990	1144000	57638	By Weight	0
57659	C-FAu-CA CHUA PHOI NANG-990	561000	57659	By Weight	0
57664	C-FAu-TNGUOI MORTADELLA1KG-990	950000	57664	By Weight	0
57672	C-FAu-T.NGUOI CORONA1K78KG-990	1000000	57672	By Weight	0
57687	Xoai xanh gion kg	21900	57687	By Weight	0
57690	Au-DUA LUOI TRON RUOT CAM KG	24900	57690	By Weight	0
57731	Ca Basa tam uop kg	76000	57731	By Weight	1
57858	Hanh tay New Zealand kg	33500	57858	By Weight	0
57965	Canh ngong hun khoi 1kg	557400	57965	By Weight	0
15247	S-Ca Huong lam sach kg (1)	105000	15247	By Weight	0
14574	S-Tom the kg(51-60con/kg)	170000	14574	By Weight	0
58096	Rau mop chua kg TNP	113500	58096	By Weight	0
58088	Cha moc kg	140000	58088	By Weight	0
58097	C-Ga TVuon bong 1/2con-BM	108000	58097	By Weight	0
58098	C-Dau ga cong nghiep kg-BM	18000	58098	By Weight	0
58099	C-Canh ga CNghiep kg-BM	95800	58099	By Weight	0
58100	C-Chan ga CNghiep kg-BM	65000	58100	By Weight	0
58101	C-Ma dui ga CNghiep kg-BM	54000	58101	By Weight	0
58102	C-Dui toi ga kg-BM	96800	58102	By Weight	0
58103	C-Dui ga thao khop kg-BM	80000	58103	By Weight	0
58104	C-Dui ga Cnghiep goc tu kg -BM	68000	58104	By Weight	0
58105	C-Xuong ga CNghiep ncon kg-BM	27000	58105	By Weight	0
58106	C-Uc ga file khong da kg-BM	84600	58106	By Weight	0
58107	C-Long ga kg -BM	61900	58107	By Weight	0
58108	C-Gan ga kg-BM	22900	58108	By Weight	0
58109	C-Me ga kg-BM	100000	58109	By Weight	0
58121	Sau rieng Sau Ri kg-HL	187900	58121	By Weight	0
58122	Sau rieng Sau Ri tach vo kg-HL	167000	58122	By Weight	0
58123	Ba roi heo chuan ngon(S)kg	210900	58123	By Weight	0
58125	Bap gio heo cuon PREMIUM(S)kg	225900	58125	By Weight	0
58126	Chan gioheo r.x chuanngon(S)kg	161900	58126	By Weight	0
58127	Cot let heo chuan ngon(S)kg	150900	58127	By Weight	0
58128	Duoi heo PREMIUM(S)kg	230900	58128	By Weight	0
58129	Gio heo catkhoanh ch.ngon(S)kg	150900	58129	By Weight	0
58131	Mong gio heo PREMIUM(S)kg	151900	58131	By Weight	0
58133	Nac dam chuan ngon(S)kg	189900	58133	By Weight	0
58134	Nac dui heo chuan ngon(S)kg	151900	58134	By Weight	0
58135	Nac nong heo PREMIUM(S)kg	478900	58135	By Weight	0
58138	Suon non PREMIUM(S)kg	336900	58138	By Weight	0
58140	Suon vai heo chuan ngon(S)kg	177900	58140	By Weight	0
58142	Thit dui heo chuan ngon(S)kg	144900	58142	By Weight	0
58143	Thit heo xay db chuanngon(S)kg	171810	58143	By Weight	0
58144	Thit heo xay chuan ngon(S)kg	149900	58144	By Weight	0
58145	Thit vai heo chuan ngon(S)kg	145900	58145	By Weight	0
58146	Xuong cuc heo chuan ngon(S)kg	99900	58146	By Weight	0
58147	Xuong ong heo chuan ngon(S)kg	98900	58147	By Weight	0
58196	F-Cam sanh kg-PHT	49000	58196	By Weight	0
58256	C-F-Bach tuoc(vi) kg	218400	58256	By Weight	0
58259	C-F-Ca Ngu lam sach(vi) kg	105000	58259	By Weight	0
58273	C-F-Thit oc buu(vi) kg	91000	58273	By Weight	0
58277	Ca bong duc kg -PGP990	169000	58277	By Weight	0
58281	C-F-Ca sac lam sach(vi) kg	168000	58281	By Weight	0
58291	Pha lau(Btu luoi tai)kg-PKD990	385000	58291	By Weight	0
58292	Ga nuong muoi ot kg-PKD990	149000	58292	By Weight	0
58293	Ga hap mam nhi kg-PKD990	138000	58293	By Weight	0
58294	Heo nuong sate kg-PKD990	275000	58294	By Weight	0
58295	Ga chien n.mam kg-PKD990	229000	58295	By Weight	0
58296	Ga da gion Thai kg-PKD990	220000	58296	By Weight	0
58297	Heo tam mat ong kg-PKD990	220000	58297	By Weight	0
58298	Ca huong chien kg-PKD990	250000	58298	By Weight	0
58301	Thit dui heo dong lanh kg	160000	58301	By Weight	0
